frame,object_id,x,y,w,h,confidence,class_id,visibility
4598,3,960,377,16,46,1,1,1
4599,3,960,376,16,47,1,1,1
4600,3,959,376,17,47,1,1,1
4601,3,959,376,17,47,1,1,1
4602,3,959,375,17,48,1,1,1
4603,3,960,375,16,48,1,1,1
4604,3,960,375,16,48,1,1,1
4605,3,960,375,16,48,1,1,1
4606,3,960,375,16,48,1,1,1
4607,3,960,375,16,48,1,1,1
4608,3,960,375,16,48,1,1,1
4609,3,961,375,15,48,1,1,1
4610,3,961,375,15,48,1,1,1
4611,3,938,376,20,48,1,1,1
4612,3,938,376,20,48,1,1,1
4613,3,938,376,20,48,1,1,1
4614,3,938,376,21,49,1,1,1
4615,3,938,376,21,49,1,1,1
4616,3,938,376,21,49,1,1,1
4617,3,938,377,20,48,1,1,1
4618,3,938,378,20,47,1,1,1
4619,3,938,378,20,47,1,1,1
4620,3,938,378,20,47,1,1,1
4621,3,938,378,19,47,1,1,1
4622,3,938,378,19,47,1,1,1
4623,3,938,378,19,47,1,1,1
4624,3,938,377,19,48,1,1,1
4625,3,938,378,19,47,1,1,1
4626,3,938,378,19,48,1,1,1
4627,3,938,378,19,48,1,1,1
4628,3,938,378,18,47,1,1,1
4629,3,938,378,18,48,1,1,1
4630,3,938,378,18,48,1,1,1
4631,3,938,379,18,47,1,1,1
4632,3,938,379,18,47,1,1,1
4633,3,938,379,18,48,1,1,1
4634,3,938,379,18,49,1,1,1
4635,3,938,379,18,49,1,1,1
4636,3,938,379,17,49,1,1,1
4637,3,938,379,17,49,1,1,1
4638,3,938,379,17,49,1,1,1
4639,3,938,380,17,49,1,1,1
4640,3,938,380,18,49,1,1,1
4641,3,938,381,18,48,1,1,1
4642,3,938,381,19,47,1,1,1
4643,3,938,381,19,47,1,1,1
4644,3,938,381,20,47,1,1,1
4645,3,938,381,20,47,1,1,1
4646,3,938,381,20,48,1,1,1
4647,3,938,380,21,48,1,1,1
4648,3,938,380,21,48,1,1,1
4649,3,938,380,21,48,1,1,1
4650,3,938,380,21,48,1,1,1
4651,3,938,380,21,49,1,1,1
4652,3,938,380,20,49,1,1,1
4653,3,938,380,19,49,1,1,1
4654,3,938,380,19,49,1,1,1
4655,3,938,380,18,50,1,1,1
4656,3,938,380,18,50,1,1,1
4657,3,938,380,18,50,1,1,1
4658,3,938,380,18,50,1,1,1
4659,3,937,380,19,50,1,1,1
4660,3,937,381,19,50,1,1,1
4661,3,937,381,20,49,1,1,1
4662,3,937,381,19,49,1,1,1
4663,3,937,381,19,49,1,1,1
4664,3,937,381,19,50,1,1,1
4665,3,937,382,19,49,1,1,1
4666,3,937,382,19,49,1,1,1
4667,3,937,382,18,49,1,1,1
4668,3,936,382,19,50,1,1,1
4669,3,936,382,19,50,1,1,1
4670,3,937,382,18,50,1,1,1
4671,3,937,383,18,50,1,1,1
4672,3,937,383,19,50,1,1,1
4673,3,937,384,19,50,1,1,1
4674,3,938,384,19,50,1,1,1
4675,3,938,384,19,50,1,1,1
4676,3,938,384,19,50,1,1,1
4677,3,938,384,19,50,1,1,1
4678,3,938,384,20,50,1,1,1
4679,3,938,384,21,51,1,1,1
4680,3,938,384,20,50,1,1,1
4681,3,938,384,20,50,1,1,1
4682,3,938,384,21,50,1,1,1
4683,3,938,384,21,50,1,1,1
4684,3,938,384,21,50,1,1,1
4685,3,938,384,20,50,1,1,1
4686,3,938,384,20,51,1,1,1
4687,3,938,385,19,50,1,1,1
4688,3,938,384,19,51,1,1,1
4689,3,937,385,20,50,1,1,1
4690,3,937,385,19,50,1,1,1
4691,3,937,385,19,50,1,1,1
4692,3,937,384,19,51,1,1,1
4693,3,937,385,18,50,1,1,1
4694,3,937,385,18,50,1,1,1
4695,3,937,385,18,50,1,1,1
4696,3,937,385,18,46,1,1,1
4697,3,937,385,18,49,1,1,1
4698,3,937,386,18,49,1,1,1
4699,3,937,386,18,49,1,1,1
4700,3,937,386,18,49,1,1,1
4701,3,937,387,18,49,1,1,1
4702,3,937,387,18,49,1,1,1
4703,3,937,387,18,50,1,1,1
4704,3,937,386,18,51,1,1,1
4705,3,937,386,18,51,1,1,1
4706,3,937,386,18,51,1,1,1
4707,3,938,386,18,51,1,1,1
4708,3,938,386,18,51,1,1,1
4709,3,939,386,17,51,1,1,1
4710,3,939,386,17,51,1,1,1
4711,3,939,386,17,51,1,1,1
4712,3,939,387,17,50,1,1,1
4713,3,940,387,16,50,1,1,1
4714,3,940,388,15,49,1,1,1
4715,3,939,388,16,50,1,1,1
4716,3,939,388,16,50,1,1,1
4717,3,939,388,16,50,1,1,1
4718,3,939,388,16,51,1,1,1
4719,3,939,388,16,51,1,1,1
4781,3,939,399,16,49,1,1,1
4782,3,939,399,16,49,1,1,1
4783,3,939,399,16,49,1,1,1
4784,3,939,399,16,49,1,1,1
4785,3,939,400,17,48,1,1,1
4786,3,939,399,18,49,1,1,1
4787,3,939,399,18,50,1,1,1
4788,3,961,397,18,51,1,1,1
4789,3,961,397,18,51,1,1,1
4790,3,960,397,19,51,1,1,1
4791,3,960,398,19,51,1,1,1
4792,3,960,397,19,52,1,1,1
4793,3,960,398,19,52,1,1,1
4794,3,960,398,20,53,1,1,1
4795,3,960,398,19,53,1,1,1
4796,3,960,399,19,52,1,1,1
4797,3,960,400,19,51,1,1,1
4798,3,960,401,18,50,1,1,1
4799,3,960,401,18,50,1,1,1
4800,3,960,401,18,50,1,1,1
4801,3,959,401,19,51,1,1,1
4802,3,959,401,19,51,1,1,1
4803,3,959,401,19,51,1,1,1
4804,3,959,401,19,51,1,1,1
4805,3,959,400,19,52,1,1,1
4806,3,959,401,19,51,1,1,1
4807,3,959,401,19,51,1,1,1
4808,3,959,402,19,50,1,1,1
4809,3,959,402,19,50,1,1,1
4810,3,959,401,19,51,1,1,1
4811,3,959,401,19,51,1,1,1
4830,3,959,402,22,55,1,1,1
4831,3,959,402,22,54,1,1,1
4832,3,960,402,21,55,1,1,1
4833,3,959,403,22,54,1,1,1
4834,3,960,403,21,54,1,1,1
4835,3,961,403,20,54,1,1,1
4836,3,962,403,19,55,1,1,1
4837,3,962,403,19,54,1,1,1
4838,3,962,403,18,55,1,1,1
4839,3,962,404,18,54,1,1,1
4840,3,962,403,17,55,1,1,1
4841,3,962,405,18,53,1,1,1
4842,3,962,406,18,52,1,1,1
4843,3,962,406,18,52,1,1,1
4844,3,962,405,18,53,1,1,1
4845,3,962,406,18,52,1,1,1
4846,3,962,406,19,53,1,1,1
4847,3,963,406,18,53,1,1,1
4848,3,963,406,18,53,1,1,1
4849,3,963,406,18,53,1,1,1
4850,3,963,406,19,53,1,1,1
4851,3,962,406,20,53,1,1,1
4852,3,962,405,20,54,1,1,1
4853,3,962,405,20,55,1,1,1
4854,3,963,405,19,55,1,1,1
4855,3,963,405,19,55,1,1,1
4856,3,964,406,19,54,1,1,1
4857,3,940,407,21,54,1,1,1
4858,3,941,408,21,53,1,1,1
4859,3,941,409,20,52,1,1,1
4860,3,940,410,18,51,1,1,1
4861,3,939,410,18,51,1,1,1
4862,3,966,410,15,50,1,1,1
4863,3,966,411,15,50,1,1,1
4864,3,967,411,14,50,1,1,1
4865,3,967,412,15,49,1,1,1
4866,3,967,412,15,50,1,1,1
4867,3,968,412,14,50,1,1,1
4868,3,967,411,15,51,1,1,1
4869,3,967,411,15,52,1,1,1
4870,3,967,412,15,51,1,1,1
4882,3,967,413,18,52,1,1,1
4883,3,967,412,18,54,1,1,1
4884,3,967,412,17,54,1,1,1
4885,3,967,412,17,54,1,1,1
4886,3,967,412,17,54,1,1,1
4887,3,967,412,18,54,1,1,1
4888,3,967,412,18,54,1,1,1
4889,3,967,412,18,54,1,1,1
4890,3,967,412,17,54,1,1,1
4891,3,966,412,18,54,1,1,1
4892,3,964,412,20,54,1,1,1
4893,3,963,413,20,53,1,1,1
4894,3,964,413,19,54,1,1,1
4895,3,965,413,18,54,1,1,1
4896,3,965,413,18,54,1,1,1
4897,3,964,413,19,54,1,1,1
4898,3,965,413,18,54,1,1,1
4899,3,965,413,18,55,1,1,1
4900,3,965,413,19,55,1,1,1
4901,3,966,413,18,55,1,1,1
4902,3,966,414,18,55,1,1,1
4903,3,966,414,18,55,1,1,1
4904,3,966,414,18,55,1,1,1
4905,3,966,414,19,56,1,1,1
4906,3,967,415,18,55,1,1,1
4907,3,966,415,19,55,1,1,1
4908,3,968,415,17,56,1,1,1
4909,3,968,415,17,55,1,1,1
4910,3,968,415,16,55,1,1,1
4911,3,969,415,15,55,1,1,1
4912,3,969,415,16,55,1,1,1
4913,3,969,416,16,54,1,1,1
4914,3,968,416,17,54,1,1,1
4915,3,969,417,17,54,1,1,1
4916,3,968,418,18,53,1,1,1
4917,3,969,418,17,53,1,1,1
4918,3,968,418,18,54,1,1,1
4919,3,968,418,18,54,1,1,1
4920,3,967,418,19,55,1,1,1
4921,3,967,418,20,55,1,1,1
4922,3,968,418,20,55,1,1,1
4923,3,968,419,20,54,1,1,1
4924,3,969,419,19,54,1,1,1
4925,3,969,420,20,54,1,1,1
4926,3,970,420,19,55,1,1,1
4927,3,972,421,18,54,1,1,1
4928,3,973,422,18,53,1,1,1
4929,3,973,424,19,51,1,1,1
4930,3,973,424,19,51,1,1,1
4931,3,974,423,18,52,1,1,1
4932,3,974,422,18,53,1,1,1
4933,3,974,421,18,55,1,1,1
4934,3,974,421,18,55,1,1,1
4935,3,974,421,18,54,1,1,1
4936,3,973,420,18,55,1,1,1
4937,3,974,421,18,55,1,1,1
4938,3,975,422,17,54,1,1,1
4939,3,976,423,16,53,1,1,1
4940,3,976,424,16,52,1,1,1
4941,3,976,424,17,53,1,1,1
4942,3,977,423,17,54,1,1,1
4943,3,977,422,17,55,1,1,1
4944,3,977,422,17,55,1,1,1
4945,3,977,422,17,55,1,1,1
4946,3,977,422,17,55,1,1,1
4947,3,977,421,17,57,1,1,1
4948,3,977,421,17,57,1,1,1
4949,3,977,420,17,58,1,1,1
4950,3,977,420,17,59,1,1,1
4951,3,977,421,17,59,1,1,1
4952,3,977,422,17,58,1,1,1
4953,3,977,425,17,56,1,1,1
4954,3,977,427,17,54,1,1,1
4955,3,977,428,17,53,1,1,1
4956,3,977,428,17,54,1,1,1
4957,3,977,428,17,54,1,1,1
4958,3,977,428,17,53,1,1,1
4959,3,977,428,17,53,1,1,1
4960,3,977,428,17,53,1,1,1
4961,3,977,428,17,54,1,1,1
4962,3,977,428,17,54,1,1,1
4963,3,977,428,17,54,1,1,1
4964,3,977,428,17,54,1,1,1
4965,3,977,428,17,54,1,1,1
4966,3,977,427,17,55,1,1,1
4967,3,977,427,17,56,1,1,1
4968,3,977,427,17,56,1,1,1
4969,3,977,428,17,56,1,1,1
4970,3,977,429,17,55,1,1,1
4971,3,977,430,17,55,1,1,1
4972,3,977,431,17,54,1,1,1
4973,3,977,431,17,54,1,1,1
4974,3,977,432,17,53,1,1,1
4975,3,978,433,16,53,1,1,1
4976,3,978,433,16,53,1,1,1
4977,3,977,433,17,53,1,1,1
4978,3,977,434,17,53,1,1,1
4979,3,977,434,17,53,1,1,1
4980,3,977,431,17,56,1,1,1
4981,3,977,430,17,57,1,1,1
4982,3,977,429,17,58,1,1,1
4983,3,977,431,17,56,1,1,1
4984,3,977,431,17,56,1,1,1
4985,3,977,432,17,55,1,1,1
4986,3,977,432,17,55,1,1,1
4987,3,976,433,18,55,1,1,1
4988,3,976,433,18,55,1,1,1
4989,3,976,433,18,55,1,1,1
4990,3,976,432,18,56,1,1,1
4991,3,976,432,18,56,1,1,1
4992,3,976,432,18,57,1,1,1
4993,3,976,432,18,57,1,1,1
4994,3,976,432,18,57,1,1,1
4995,3,976,432,18,58,1,1,1
4996,3,976,432,18,58,1,1,1
4997,3,977,432,17,58,1,1,1
4998,3,977,432,17,58,1,1,1
4999,3,976,433,18,58,1,1,1
5000,3,976,433,18,58,1,1,1
5001,3,976,434,18,57,1,1,1
5002,3,976,434,18,57,1,1,1
5003,3,976,434,18,57,1,1,1
5004,3,976,434,18,57,1,1,1
5005,3,976,434,18,56,1,1,1
5006,3,977,434,17,57,1,1,1
5007,3,977,435,17,56,1,1,1
5008,3,978,435,16,56,1,1,1
5009,3,978,436,16,56,1,1,1
5010,3,977,436,17,56,1,1,1
5011,3,978,436,16,56,1,1,1
5012,3,977,437,17,55,1,1,1
5013,3,977,437,17,56,1,1,1
5014,3,978,438,16,55,1,1,1
5015,3,978,440,16,53,1,1,1
5016,3,979,440,15,53,1,1,1
5017,3,979,440,14,53,1,1,1
5018,3,979,440,15,54,1,1,1
5019,3,979,440,15,54,1,1,1
5020,3,979,440,15,55,1,1,1
5021,3,951,438,29,61,1,1,1
5022,3,951,438,29,61,1,1,1
5023,3,952,438,28,61,1,1,1
5024,3,954,439,24,60,1,1,1
5025,3,955,439,23,59,1,1,1
5026,3,955,438,23,60,1,1,1
5027,3,955,439,23,58,1,1,1
5028,3,955,439,23,58,1,1,1
5029,3,956,439,22,57,1,1,1
5030,3,956,439,22,58,1,1,1
5031,3,956,439,23,58,1,1,1
5032,3,956,439,24,59,1,1,1
5033,3,956,439,24,59,1,1,1
5034,3,957,439,22,59,1,1,1
5035,3,958,441,20,57,1,1,1
5036,3,959,442,20,57,1,1,1
5037,3,959,442,22,57,1,1,1
5038,3,959,441,23,59,1,1,1
5039,3,959,441,24,59,1,1,1
5040,3,960,442,22,59,1,1,1
5041,3,961,443,20,58,1,1,1
5042,3,961,443,21,59,1,1,1
5043,3,961,443,21,59,1,1,1
5044,3,961,442,23,59,1,1,1
5045,3,960,442,27,60,1,1,1
5046,3,960,443,30,59,1,1,1
5047,3,960,443,32,59,1,1,1
5048,3,960,443,31,59,1,1,1
5049,3,959,443,32,60,1,1,1
5078,3,967,448,22,62,1,1,1
5079,3,967,448,22,62,1,1,1
5080,3,966,448,22,62,1,1,1
5081,3,966,448,23,62,1,1,1
5082,3,966,447,23,64,1,1,1
5083,3,966,447,24,64,1,1,1
5084,3,966,447,24,65,1,1,1
5085,3,966,447,24,65,1,1,1
5086,3,965,448,24,64,1,1,1
5087,3,965,448,23,64,1,1,1
5088,3,964,449,21,62,1,1,1
5089,3,963,449,22,63,1,1,1
5090,3,963,449,23,63,1,1,1
5091,3,962,448,26,64,1,1,1
5092,3,962,448,27,64,1,1,1
5093,3,962,448,27,64,1,1,1
5094,3,962,448,28,64,1,1,1
5095,3,963,448,28,65,1,1,1
5096,3,963,448,28,65,1,1,1
5097,3,963,448,27,65,1,1,1
5098,3,963,448,27,65,1,1,1
5099,3,963,448,27,66,1,1,1
5100,3,964,449,26,65,1,1,1
5101,3,965,450,25,64,1,1,1
5102,3,965,450,26,64,1,1,1
5103,3,965,450,26,65,1,1,1
5104,3,966,449,26,66,1,1,1
5105,3,966,450,26,65,1,1,1
5106,3,967,450,25,64,1,1,1
5107,3,968,451,24,63,1,1,1
5108,3,968,453,24,61,1,1,1
5109,3,968,455,23,59,1,1,1
5110,3,968,454,24,61,1,1,1
5111,3,968,454,24,62,1,1,1
5112,3,968,455,24,62,1,1,1
5113,3,968,455,24,62,1,1,1
5114,3,968,456,25,62,1,1,1
5115,3,969,456,24,61,1,1,1
5116,3,969,456,24,61,1,1,1
5117,3,970,456,23,59,1,1,1
5118,3,970,458,22,50,1,1,1
5119,3,970,457,22,55,1,1,1
5120,3,970,456,22,60,1,1,1
5121,3,970,457,22,61,1,1,1
5122,3,1002,459,21,63,1,1,1
5123,3,1002,459,21,63,1,1,1
5124,3,1002,460,21,63,1,1,1
5125,3,1002,460,21,63,1,1,1
5126,3,1002,460,20,63,1,1,1
5127,3,1002,461,20,63,1,1,1
5128,3,1002,460,21,64,1,1,1
5129,3,1002,460,21,64,1,1,1
5130,3,1003,461,20,62,1,1,1
5131,3,1003,462,21,61,1,1,1
5132,3,1004,463,20,60,1,1,1
5133,3,1004,463,20,61,1,1,1
5134,3,1004,463,20,61,1,1,1
5135,3,1004,463,20,61,1,1,1
5136,3,1005,463,19,62,1,1,1
5137,3,1005,463,19,62,1,1,1
5138,3,1006,464,19,62,1,1,1
5139,3,1006,463,19,62,1,1,1
5140,3,1006,463,20,62,1,1,1
5141,3,1006,463,20,62,1,1,1
5142,3,1005,464,21,62,1,1,1
5143,3,1005,465,22,61,1,1,1
5144,3,1006,465,21,62,1,1,1
5145,3,1006,465,21,62,1,1,1
5146,3,1006,466,22,61,1,1,1
5147,3,1007,468,21,59,1,1,1
5148,3,1007,470,21,58,1,1,1
5149,3,1008,469,21,58,1,1,1
5150,3,1008,467,20,60,1,1,1
5151,3,1008,467,20,61,1,1,1
5152,3,1008,467,20,61,1,1,1
5153,3,1008,466,20,62,1,1,1
5154,3,1009,466,19,63,1,1,1
5155,3,1008,466,20,62,1,1,1
5156,3,1008,466,21,63,1,1,1
5157,3,1009,469,21,62,1,1,1
5158,3,1008,471,22,61,1,1,1
5159,3,1009,470,22,62,1,1,1
5160,3,1009,470,22,62,1,1,1
5161,3,1010,470,22,62,1,1,1
5162,3,1010,470,22,62,1,1,1
5163,3,1010,470,22,62,1,1,1
5164,3,1011,470,21,62,1,1,1
5165,3,1011,471,22,62,1,1,1
5166,3,1012,472,21,61,1,1,1
5167,3,1012,471,21,63,1,1,1
5168,3,1012,472,22,63,1,1,1
5169,3,1013,472,21,63,1,1,1
5170,3,1013,472,21,63,1,1,1
5171,3,1013,472,21,64,1,1,1
5172,3,1014,473,20,63,1,1,1
5173,3,1014,473,20,64,1,1,1
5174,3,1014,473,20,64,1,1,1
5175,3,1015,473,19,63,1,1,1
5176,3,1016,473,18,64,1,1,1
5177,3,1016,473,18,65,1,1,1
5178,3,1015,473,19,65,1,1,1
5179,3,1015,474,19,63,1,1,1
5180,3,1015,474,19,64,1,1,1
5181,3,1014,474,20,64,1,1,1
5182,3,1013,474,22,64,1,1,1
5183,3,1012,475,23,65,1,1,1
5184,3,1013,475,22,65,1,1,1
5185,3,1014,474,21,66,1,1,1
5186,3,1015,475,20,65,1,1,1
5187,3,1015,475,20,65,1,1,1
5188,3,1016,475,19,65,1,1,1
5189,3,1016,475,19,66,1,1,1
5190,3,1017,475,18,66,1,1,1
5191,3,1016,476,20,65,1,1,1
5192,3,1017,477,20,65,1,1,1
5193,3,1016,478,22,64,1,1,1
5194,3,1016,477,23,65,1,1,1
5195,3,1016,477,23,66,1,1,1
5196,3,1017,477,22,66,1,1,1
5197,3,1017,477,23,66,1,1,1
5198,3,1020,478,22,64,1,1,1
5199,3,1021,478,21,63,1,1,1
5200,3,1021,478,21,63,1,1,1
5201,3,1021,478,21,64,1,1,1
5202,3,1021,478,21,64,1,1,1
5203,3,1022,479,20,63,1,1,1
5204,3,1022,479,21,64,1,1,1
5205,3,1022,480,21,63,1,1,1
5206,3,1023,480,20,63,1,1,1
5207,3,1023,481,20,63,1,1,1
5208,3,1023,482,20,62,1,1,1
5209,3,1023,482,20,62,1,1,1
5210,3,1024,482,22,65,1,1,1
5211,3,1024,482,23,66,1,1,1
5212,3,1024,483,23,65,1,1,1
5213,3,1024,482,23,66,1,1,1
5214,3,1023,482,24,66,1,1,1
5215,3,1023,482,24,66,1,1,1
5216,3,1024,482,23,66,1,1,1
5217,3,1024,482,23,66,1,1,1
5218,3,1026,482,21,67,1,1,1
5219,3,1027,482,21,67,1,1,1
5220,3,1027,484,21,66,1,1,1
5221,3,1027,485,22,65,1,1,1
5222,3,1027,484,22,66,1,1,1
5223,3,1028,484,21,66,1,1,1
5224,3,1028,485,22,66,1,1,1
5225,3,1029,485,21,66,1,1,1
5226,3,1029,486,22,65,1,1,1
5227,3,1029,486,22,65,1,1,1
5228,3,1030,486,21,65,1,1,1
5229,3,1031,485,20,66,1,1,1
5230,3,1032,485,20,67,1,1,1
5231,3,1032,485,21,67,1,1,1
5232,3,1032,485,22,68,1,1,1
5233,3,1033,487,21,67,1,1,1
5234,3,1033,488,21,66,1,1,1
5235,3,1033,488,21,66,1,1,1
5236,3,1034,489,21,66,1,1,1
5237,3,1035,489,20,66,1,1,1
5238,3,1035,489,20,66,1,1,1
5239,3,1036,490,20,65,1,1,1
5240,3,1036,490,21,65,1,1,1
5241,3,1036,490,22,66,1,1,1
5242,3,1037,491,21,65,1,1,1
5243,3,1037,492,21,64,1,1,1
5244,3,1037,493,21,63,1,1,1
5245,3,1037,493,21,63,1,1,1
5246,3,1038,493,19,63,1,1,1
5247,3,1038,493,20,63,1,1,1
5248,3,1039,493,19,63,1,1,1
5249,3,1039,492,20,64,1,1,1
5250,3,1039,493,20,64,1,1,1
5251,3,1039,494,21,63,1,1,1
5252,3,1039,494,21,63,1,1,1
5253,3,1039,494,21,63,1,1,1
5254,3,1040,494,21,63,1,1,1
5255,3,1040,494,24,64,1,1,1
5256,3,1040,495,23,64,1,1,1
5257,3,1040,495,24,64,1,1,1
5258,3,1041,496,23,63,1,1,1
5259,3,1042,496,23,63,1,1,1
5260,3,1042,495,23,64,1,1,1
5261,3,1042,495,24,65,1,1,1
5262,3,1008,496,26,66,1,1,1
5263,3,1009,496,26,67,1,1,1
5264,3,1010,496,26,67,1,1,1
5265,3,1010,496,26,67,1,1,1
5266,3,1010,497,26,67,1,1,1
5267,3,1010,497,27,67,1,1,1
5268,3,1011,497,26,68,1,1,1
5269,3,1013,497,25,69,1,1,1
5270,3,1013,498,26,68,1,1,1
5271,3,1014,498,25,68,1,1,1
5272,3,1014,498,25,69,1,1,1
5273,3,1015,498,24,70,1,1,1
5274,3,1015,498,24,70,1,1,1
5275,3,1015,498,24,69,1,1,1
5276,3,1015,498,25,70,1,1,1
5277,3,1015,498,26,70,1,1,1
5278,3,1016,500,27,70,1,1,1
5279,3,1016,501,27,69,1,1,1
5280,3,1016,501,28,70,1,1,1
5281,3,1016,500,29,71,1,1,1
5282,3,1015,501,31,71,1,1,1
5283,3,1016,501,29,71,1,1,1
5284,3,1016,501,30,70,1,1,1
5285,3,1016,502,29,69,1,1,1
5286,3,1016,502,30,70,1,1,1
5287,3,1016,502,30,70,1,1,1
5288,3,1016,502,30,70,1,1,1
5289,3,1016,502,30,70,1,1,1
5290,3,1017,502,29,69,1,1,1
5291,3,1017,502,28,69,1,1,1
5292,3,1019,503,27,69,1,1,1
5293,3,1019,503,28,70,1,1,1
5294,3,1020,503,27,71,1,1,1
5295,3,1020,503,28,71,1,1,1
5296,3,1022,505,27,69,1,1,1
5297,3,1022,505,27,69,1,1,1
5298,3,1022,506,28,69,1,1,1
5299,3,1023,506,27,69,1,1,1
5300,3,1024,507,27,68,1,1,1
5301,3,1024,509,28,66,1,1,1
5302,3,1025,509,26,66,1,1,1
5303,3,1025,509,28,66,1,1,1
5304,3,1027,508,26,68,1,1,1
5305,3,1027,508,26,68,1,1,1
5306,3,1029,510,25,66,1,1,1
5307,3,1029,511,25,65,1,1,1
5308,3,1029,511,25,66,1,1,1
5309,3,1029,510,26,67,1,1,1
5310,3,1028,509,26,68,1,1,1
5311,3,1030,509,28,69,1,1,1
5312,3,1031,509,28,70,1,1,1
5313,3,1032,510,27,70,1,1,1
5314,3,1031,511,28,69,1,1,1
5315,3,1031,512,29,69,1,1,1
5316,3,1031,512,29,69,1,1,1
5317,3,1031,512,27,68,1,1,1
5318,3,1032,511,26,69,1,1,1
5319,3,1032,511,28,69,1,1,1
5320,3,1032,511,29,70,1,1,1
5321,3,1032,511,30,70,1,1,1
5322,3,1032,512,30,68,1,1,1
5323,3,1032,512,30,70,1,1,1
5324,3,1033,512,29,70,1,1,1
5325,3,1033,512,28,70,1,1,1
5326,3,1033,513,29,69,1,1,1
5327,3,1033,514,30,68,1,1,1
5328,3,1034,514,30,68,1,1,1
5329,3,1036,514,28,69,1,1,1
5330,3,1036,514,29,70,1,1,1
5331,3,1037,514,28,70,1,1,1
5332,3,1037,514,28,70,1,1,1
5333,3,1037,515,28,70,1,1,1
5334,3,1037,516,28,69,1,1,1
5335,3,1038,516,27,69,1,1,1
5336,3,1038,516,28,69,1,1,1
5337,3,1040,516,26,71,1,1,1
5338,3,1041,517,25,71,1,1,1
5339,3,1040,517,26,71,1,1,1
5340,3,1040,517,27,71,1,1,1
5341,3,1041,519,26,69,1,1,1
5342,3,1079,518,21,72,1,1,1
5343,3,1079,519,22,71,1,1,1
5344,3,1080,520,22,71,1,1,1
5345,3,1081,520,22,72,1,1,1
5346,3,1081,520,22,72,1,1,1
5347,3,1081,520,22,72,1,1,1
5348,3,1081,520,23,73,1,1,1
5349,3,1083,522,22,71,1,1,1
